title,location,brief,style,follow,price tot,price unit,
翠苑五区经典的三房户型南北通透,西湖-翠苑,翠苑五区  | 3室1厅 | 75.68平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1996年建板楼  -  翠苑,38人关注 / 共10次带看 / 7个月以前发布,348万,单价45984元/平米,
都市阳光乐苑 3室2厅 235万,西湖-良渚,都市阳光乐苑  | 3室2厅 | 82平米 | 南 | 其他,中楼层(共26层)板楼  -  良渚,1人关注 / 共0次带看 / 21天以前发布,235万,单价28659元/平米,
奥克斯缔壹城 ，次新小区电梯房， 交通便利格局方正,西湖-良渚,奥克斯缔逸城  | 2室1厅 | 89.47平米 | 南 北 | 其他,高楼层(共31层)2017年建塔楼  -  良渚,2人关注 / 共0次带看 / 3个月以前发布,300万,单价33531元/平米,
蔚蓝郡大三房 西边套 精装修 出行便利 配套齐*,西湖-良渚,亿丰蔚蓝郡  | 3室1厅 | 84.54平米 | 南 | 精装 | 有电梯,中楼层(共23层)2012年建板楼  -  良渚,6人关注 / 共4次带看 / 2个月以前发布,280万,单价33121元/平米,
文化村* 昆仑华府30万*新装修，方正户型，拎包入住,西湖-良渚,昆仑华府  | 3室2厅 | 88.85平米 | 南 | 精装,高楼层(共18层)2017年建塔楼  -  良渚,20人关注 / 共7次带看 / 2个月以前发布,233万,单价26224元/平米,
龙湖水晶郦城 大品牌开发商 小区品质高 物业管理好,西湖-良渚,龙湖水晶郦城  | 4室2厅 | 119.42平米 | 南 | 毛坯 | 有电梯,低楼层(共34层)2018年建板楼  -  良渚,4人关注 / 共1次带看 / 2个月以前发布,410万,单价34333元/平米,
万科次新房，精装三房，房东置换诚售,西湖-良渚,万科缦云坊  | 3室2厅 | 87.32平米 | 南 | 精装,低楼层(共10层)2015年建板楼  -  良渚,33人关注 / 共1次带看 / 1个月以前发布,205万,单价23477元/平米,
精装修，东边套，业主诚心出售，看房方便。,西湖-良渚,亿丰蔚蓝郡  | 3室2厅 | 84.55平米 | 东 南 北 | 精装 | 有电梯,高楼层(共23层)2012年建板楼  -  良渚,2人关注 / 共2次带看 / 1个月以前发布,296万,单价35009元/平米,
万科未来城二期    开放商统一装修    西边套,西湖-良渚,万科良渚文化村未来城  | 3室2厅 | 88.89平米 | 南 北 | 精装,高楼层(共32层)2016年建板塔结合  -  良渚,23人关注 / 共4次带看 / 1个月以前发布,285万,单价32063元/平米,
七贤郡精装小三房  离小区门口近  不沿马路,西湖-良渚,良渚文化村七贤郡  | 3室2厅 | 87.55平米 | 南 北 | 精装 | 有电梯,中楼层(共6层)2014年建板塔结合  -  良渚,10人关注 / 共1次带看 / 1个月以前发布,215万,单价24558元/平米,
2017年6月交付 刚需房 户型好 中高楼层,西湖-良渚,越秀星汇悦城  | 3室2厅 | 82.59平米 | 南 北 | 精装 | 有电梯,高楼层(共27层)2016年建板塔结合  -  良渚,23人关注 / 共3次带看 / 1个月以前发布,280万,单价33903元/平米,
奥克斯缔逸城 1室1厅 103万,西湖-良渚,奥克斯缔逸城  | 1室1厅 | 50.02平米 | 南 | 精装 | 有电梯,中楼层(共21层)2017年建塔楼  -  良渚,1人关注 / 共0次带看 / 21天以前发布,103万,单价20592元/平米,
九衡公寓，楼层好，采光好，房东诚心出售！,西湖-良渚,九衡公寓  | 3室2厅 | 94.08平米 | 南 | 其他 | 有电梯,中楼层(共11层)2013年建板楼  -  良渚,1人关注 / 共5次带看 / 7个月以前发布,251万,单价26680元/平米,
墩莳家园简装修，2房，高楼层采光视野好,西湖-良渚,墩莳家园  | 2室1厅 | 62.59平米 | 南 | 简装,高楼层(共27层)2012年建板楼  -  良渚,2人关注 / 共0次带看 / 3个月以前发布,190万,单价30357元/平米,
探梅里一期 精装修 带家具 总价低,西湖-良渚,良渚文化村探梅里B  | 1室1厅 | 70.77平米 | 南 | 精装 | 有电梯,低楼层(共6层)2013年建板楼  -  良渚,1人关注 / 共0次带看 / 2个月以前发布,235万,单价33207元/平米,
满两天   业主诚心出售  看房方便,西湖-良渚,天阳棕榈湾二期  | 3室2厅 | 114.95平米 | 南 | 精装 | 有电梯,低楼层(共9层)2004年建板楼  -  良渚,37人关注 / 共0次带看 / 9个月以前发布,240万,单价20879元/平米,
离地铁500米左右次新房精装万科物业,西湖-良渚,万科良渚文化村未来城  | 3室2厅 | 89平米 | 南 | 精装,低楼层(共32层)2016年建板塔结合  -  良渚,133人关注 / 共2次带看 / 8个月以前发布,280万,单价31461元/平米,
昆仑华府 毛坯三房 新小区 可任意装修,西湖-良渚,昆仑华府  | 3室2厅 | 118.72平米 | 南 北 | 毛坯 | 有电梯,低楼层(共18层)2017年建塔楼  -  良渚,1人关注 / 共0次带看 / 6个月以前发布,350万,单价29482元/平米,
奥克斯缔逸城 四房两卫大户型带车位 精装修,西湖-良渚,奥克斯缔逸城  | 4室2厅 | 124.61平米 | 南 北 | 精装 | 有电梯,高楼层(共31层)2017年建塔楼  -  良渚,18人关注 / 共0次带看 / 5个月以前发布,430万,单价34508元/平米,
北秀蓝湾 总5层 3楼边套 精装修 户型好,西湖-良渚,北秀蓝湾花苑  | 3室2厅 | 124.96平米 | 南 北 | 精装,中楼层(共5层)板楼  -  良渚,13人关注 / 共0次带看 / 1个月以前发布,265万,单价21207元/平米,
纯毛呸，户型方正，室内采光好，实际面积大,西湖-良渚,昆仑华府  | 3室2厅 | 119.16平米 | 南 北 | 毛坯,低楼层(共18层)2017年建塔楼  -  良渚,3人关注 / 共0次带看 / 6个月以前发布,300万,单价25177元/平米,
良渚花苑新村，新装修未入住，房东诚心出售！,西湖-良渚,良渚花苑新村  | 2室1厅 | 55平米 | 南 | 其他,中楼层(共5层)板楼  -  良渚,31人关注 / 共7次带看 / 3个月以前发布,139万,单价25273元/平米,
探梅里精装2房 满2年 带一个车位,西湖-良渚,良渚文化村探梅里B  | 2室2厅 | 87.85平米 | 南 北 | 精装 | 有电梯,高楼层(共6层)2013年建板楼  -  良渚,3人关注 / 共0次带看 / 2个月以前发布,300万,单价34150元/平米,
精装修，家具新，南北通透，采光视野好，东边套,西湖-良渚,都市阳光和苑  | 2室1厅 | 61平米 | 南 | 其他 | 有电梯,高楼层(共28层)板楼  -  良渚,9人关注 / 共0次带看 / 1个月以前发布,185万,单价30328元/平米,
龙湖水晶郦城，89平方，次新小区三房，房东诚心出售！房主自荐,西湖-良渚,龙湖水晶郦城  | 3室2厅 | 89平米 | 南 | 毛坯 | 有电梯,低楼层(共34层)2018年建板楼  -  良渚,2人关注 / 共0次带看 / 1个月以前发布,275万,单价30899元/平米,
此房产精装 楼层好 客厅大阳台 视野开阔 采光好,西湖-良渚,良渚文化村白鹭郡南  | 2室2厅 | 65.9平米 | 南 北 | 精装 | 无电梯,高楼层(共5层)2010年建板楼  -  良渚,31人关注 / 共0次带看 / 3个月以前发布,195万,单价29591元/平米,
龙湖水晶郦城   大品牌开发商  小区品质高,西湖-良渚,龙湖水晶郦城  | 3室2厅 | 89.11平米 | 南 | 毛坯 | 有电梯,低楼层(共33层)2018年建板楼  -  良渚,1人关注 / 共0次带看 / 3个月以前发布,295万,单价33106元/平米,
天阳棕榈湾一期 4室2厅 336.6万,西湖-良渚,天阳棕榈湾一期  | 4室2厅 | 153.45平米 | 南 | 其他 | 有电梯,中楼层(共11层)2004年建板楼  -  良渚,3人关注 / 共0次带看 / 7个月以前发布,336.6万,单价21936元/平米,
七贤郡 精装修刚需三房  家电齐*  拎包入住 看房方便,西湖-良渚,良渚文化村七贤郡  | 3室2厅 | 86平米 | 南 | 精装 | 有电梯,中楼层(共6层)2014年建板塔结合  -  良渚,2人关注 / 共0次带看 / 6个月以前发布,270万,单价31396元/平米,
北秀蓝湾 大三房 电梯房 中高楼层 精装修 拎包入住,西湖-良渚,北秀蓝湾花苑  | 3室2厅 | 124平米 | 南 | 精装,中楼层(共11层)2005年建板楼  -  良渚,0人关注 / 共0次带看 / 4个月以前发布,285万,单价22984元/平米,
奥克斯精装小三房，单价低户型好，业主诚心出售,西湖-良渚,奥克斯缔逸城  | 3室1厅 | 88.51平米 | 南 北 | 精装 | 有电梯,低楼层(共31层)2017年建塔楼  -  良渚,8人关注 / 共0次带看 / 3个月以前发布,280万,单价31635元/平米,
万科未来城  永旺梦乐城* 精装地铁口三房,西湖-良渚,万科良渚文化村未来城  | 3室2厅 | 85平米 | 南 | 精装,高楼层(共32层)2016年建板塔结合  -  良渚,13人关注 / 共0次带看 / 3个月以前发布,300万,单价35295元/平米,
九衡公寓 3室2厅 300万,西湖-良渚,九衡公寓  | 3室2厅 | 97平米 | 南 | 简装 | 有电梯,中楼层(共11层)2013年建板楼  -  良渚,0人关注 / 共0次带看 / 3个月以前发布,300万,单价30928元/平米,
万科未来城，开发商精装修，诚心出售。,西湖-良渚,万科良渚文化村未来城  | 3室1厅 | 84平米 | 南 北 | 精装,低楼层(共33层)2016年建板塔结合  -  良渚,7人关注 / 共0次带看 / 3个月以前发布,300万,单价35715元/平米,
美都望城，大阳台，大四房，房东急售！房主自荐,西湖-良渚,望城  | 4室2厅 | 131.89平米 | 西 | 精装 | 有电梯,中楼层(共11层)2013年建板楼  -  良渚,4人关注 / 共0次带看 / 3个月以前发布,350万,单价26538元/平米,
七贤郡，万科精装，大4房，3房朝南，*明户型。,西湖-良渚,良渚文化村七贤郡  | 4室2厅 | 137.87平米 | 南 北 | 精装 | 有电梯,中楼层(共9层)2014年建板塔结合  -  良渚,7人关注 / 共0次带看 / 2个月以前发布,370万,单价26837元/平米,
越秀星汇悦城 三室两厅 户型好 楼层好,西湖-良渚,越秀星汇悦城  | 3室2厅 | 89平米 | 南 | 简装,低楼层(共26层)2016年建板塔结合  -  良渚,8人关注 / 共0次带看 / 2个月以前发布,300万,单价33708元/平米,
楼层好位置佳 *明户型，采光足，视野广阔，东边套,西湖-良渚,天阳棕榈湾一期  | 4室2厅 | 153.32平米 | 东 南 | 其他 | 有电梯,高楼层(共11层)2004年建板楼  -  良渚,1人关注 / 共0次带看 / 2个月以前发布,368万,单价24003元/平米,
房型正 带大花园 有架空无遮挡 南北通透户型,西湖-良渚,天阳棕榈湾二期  | 3室2厅 | 125.21平米 | 南 | 简装 | 有电梯,低楼层(共10层)2004年建板楼  -  良渚,0人关注 / 共0次带看 / 2个月以前发布,280万,单价22363元/平米,
*明户型，业主自住，东边套，采光好，格局好,西湖-良渚,九衡公寓  | 3室1厅 | 118.29平米 | 南 | 精装 | 有电梯,中楼层(共10层)2013年建板楼  -  良渚,0人关注 / 共0次带看 / 2个月以前发布,318万,单价26884元/平米,
此房为毛坯房，可以任意装修诚心 售,西湖-良渚,龙湖水晶郦城  | 3室2厅 | 89平米 | 南 北 | 简装 | 有电梯,中楼层(共34层)2018年建板楼  -  良渚,0人关注 / 共0次带看 / 2个月以前发布,305万,单价34270元/平米,
万科未来城二期  东边套*明户型 看房随时可看,西湖-良渚,万科未来城二期  | 3室2厅 | 116.52平米 | 南 | 精装,低楼层(共34层)2018年建板楼  -  良渚,19人关注 / 共0次带看 / 2个月以前发布,347万,单价29781元/平米,
九衡公寓，业主自住，两房朝南，户型方正，明卫,西湖-良渚,九衡公寓  | 3室2厅 | 112.14平米 | 南 | 精装 | 有电梯,低楼层(共11层)2013年建板楼  -  良渚,3人关注 / 共0次带看 / 2个月以前发布,295万,单价26307元/平米,
美都望城带车位 满2年  采光足  视线好,西湖-良渚,望城  | 3室2厅 | 118平米 | 南 | 其他,低楼层(共12层)板楼  -  良渚,0人关注 / 共0次带看 / 2个月以前发布,285万,单价24153元/平米,
奥克斯缔逸城  交通便利 配套成熟房主自荐,西湖-良渚,奥克斯缔逸城  | 4室2厅 | 112.32平米 | 南 北 | 精装 | 有电梯,中楼层(共31层)2017年建塔楼  -  良渚,9人关注 / 共0次带看 / 1个月以前发布,375万,单价33387元/平米,
自住装修，中间楼层，诚心卖，有拓展面积,西湖-良渚,昆仑华府  | 3室2厅 | 88.24平米 | 南 | 其他,中楼层(共18层)2017年建塔楼  -  良渚,1人关注 / 共0次带看 / 1个月以前发布,260万,单价29466元/平米,
石榴派 3房2厅1厨1卫 诚心出售,西湖-良渚,石榴派  | 3室2厅 | 90平米 | 南 | 简装,低楼层(共11层)2012年建塔楼  -  良渚,3人关注 / 共0次带看 / 1个月以前发布,275万,单价30556元/平米,
房子是自住装修，沿地铁2号线，有南北露台，可以用,西湖-良渚,亿丰蔚蓝郡  | 3室2厅 | 89.35平米 | 南 | 其他 | 有电梯,低楼层(共26层)2012年建板楼  -  良渚,8人关注 / 共4次带看 / 1个月以前发布,280万,单价31338元/平米,
良渚文化村七贤郡 3室2厅 265万,西湖-良渚,良渚文化村七贤郡  | 3室2厅 | 88平米 | 南 | 其他 | 有电梯,中楼层(共6层)2014年建板塔结合  -  良渚,1人关注 / 共0次带看 / 1个月以前发布,265万,单价30114元/平米,
良渚十六街区 3室2厅 165万,西湖-良渚,良渚十六街区  | 3室2厅 | 116.05平米 | 南 | 其他,中楼层(共5层)板塔结合  -  良渚,0人关注 / 共0次带看 / 1个月以前发布,165万,单价14219元/平米,
奥克斯精装修地铁口*明通透得房率高,西湖-良渚,奥克斯缔逸城  | 1室1厅 | 53平米 | 西北 | 精装 | 有电梯,低楼层(共21层)2017年建塔楼  -  良渚,19人关注 / 共0次带看 / 9个月以前发布,100万,单价18868元/平米,
总价低   可拎包入住 首付50%,西湖-良渚,良渚十六街区  | 2室2厅 | 85.6平米 | 南 | 简装,高楼层(共4层)板塔结合  -  良渚,105人关注 / 共0次带看 / 5个月以前发布,150万,单价17524元/平米,
西湖区     次新房，小区品质到高,西湖-良渚,龙湖水晶郦城  | 2室2厅 | 89.23平米 | 南 | 毛坯 | 有电梯,低楼层(共34层)2018年建板楼  -  良渚,1人关注 / 共0次带看 / 3个月以前发布,310万,单价34742元/平米,
都市阳光嘉苑自住婚房装修楼层好,西湖-良渚,都市阳光嘉苑  | 2室1厅 | 61.19平米 | 南 | 精装 | 有电梯,高楼层(共17层)2010年建板楼  -  良渚,31人关注 / 共6次带看 / 4个月以前发布,200万,单价32686元/平米,
都市阳光乐苑东边套纯边套楼层高视野好,西湖-良渚,都市阳光乐苑  | 2室1厅 | 61.08平米 | 南 北 | 简装,高楼层(共27层)板楼  -  良渚,14人关注 / 共4次带看 / 3个月以前发布,180万,单价29470元/平米,
西湖区两房，自住精装保养好，位置好,西湖-良渚,都市阳光嘉苑  | 2室2厅 | 61.5平米 | 南 | 精装 | 有电梯,中楼层(共18层)2010年建板楼  -  良渚,32人关注 / 共6次带看 / 3个月以前发布,185万,单价30082元/平米,
精装修保养好，两房朝南，采光视野,西湖-良渚,都市阳光嘉苑  | 2室2厅 | 61.78平米 | 南 | 其他 | 有电梯,中楼层(共18层)2010年建板楼  -  良渚,20人关注 / 共3次带看 / 1个月以前发布,190万,单价30755元/平米,
探梅里 一期精装两房 装修标准高 满两年,西湖-良渚,良渚文化村探梅里B  | 2室2厅 | 88.39平米 | 南 | 精装 | 有电梯,高楼层(共6层)2013年建板楼  -  良渚,3人关注 / 共2次带看 / 4个月以前发布,290万,单价32810元/平米,
天阳棕榈湾二期 2室2厅 225万,西湖-良渚,天阳棕榈湾二期  | 2室2厅 | 90.37平米 | 南 | 精装 | 有电梯,低楼层(共18层)2004年建板楼  -  良渚,21人关注 / 共1次带看 / 6个月以前发布,225万,单价24898元/平米,
都市阳光和苑，精装修，高楼层，户型通透，视野开阔房主自荐,西湖-良渚,都市阳光和苑  | 2室2厅 | 60.84平米 | 南 | 精装 | 有电梯,高楼层(共29层)板楼  -  良渚,1人关注 / 共1次带看 / 3个月以前发布,200万,单价32874元/平米,
此房简单装修，中间楼层，阳光充足,西湖-良渚,望城  | 2室1厅 | 90.47平米 | 南 | 简装,中楼层(共12层)板楼  -  良渚,0人关注 / 共2次带看 / 3个月以前发布,220万,单价24318元/平米,
方正户型简约，年轻的风范，标准两房，带车位,西湖-良渚,良渚文化村探梅里B  | 2室2厅 | 90.83平米 | 南 | 其他 | 有电梯,中楼层(共6层)2013年建板楼  -  良渚,5人关注 / 共1次带看 / 1个月以前发布,265万,单价29176元/平米,
白鹭郡东 精装两房 *明户型 南面无遮挡,西湖-良渚,良渚文化村白鹭郡东  | 2室2厅 | 87.58平米 | 南 北 | 精装 | 无电梯,中楼层(共5层)2008年建板楼  -  良渚,1人关注 / 共1次带看 / 1个月以前发布,270万,单价30829元/平米,
精装修，采光好，得房率高，南北通透,西湖-良渚,墩莳家园  | 2室2厅 | 62平米 | 南 | 精装,高楼层(共26层)2012年建板楼  -  良渚,2人关注 / 共0次带看 / 3个月以前发布,205万,单价33065元/平米,
万科精装，此房产权满二年，大两房,西湖-良渚,良渚文化村探梅里B  | 2室2厅 | 82平米 | 南 | 精装 | 有电梯,低楼层(共6层)2014年建板楼  -  良渚,6人关注 / 共0次带看 / 2个月以前发布,250万,单价30488元/平米,
都市阳光嘉苑，高楼层，视野开阔，采光好,西湖-良渚,都市阳光嘉苑  | 2室2厅 | 63平米 | 南 | 简装 | 有电梯,高楼层(共18层)2010年建板楼  -  良渚,8人关注 / 共0次带看 / 2个月以前发布,173万,单价27461元/平米,
都市阳光和苑 2室1厅 170万,西湖-良渚,都市阳光和苑  | 2室1厅 | 62平米 | 南 | 其他 | 有电梯,中楼层(共24层)板楼  -  良渚,9人关注 / 共5次带看 / 1个月以前发布,170万,单价27420元/平米,
